study,arm,model,model_label,context,condition,tier,task,repetition,question_count,f1,score_available,original_f1,score_correction_status,ground_truth_version,calls,cost_usd,input_tokens,output_tokens,total_tokens,latency_seconds,tool_time_seconds,process_wall_time_seconds,peak_combined_memory_mib,run_id,result_updated_at,sources
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,5000,scale-x5000-k1,1,tier1/task1,1,10,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,21,0.02923397,66349,11988,78337,205.705013605766,0.0632206741720438,209.36603137664497,380.72265625,matched-gpt-5-mini-tier1-task1-scale-x5000-k1-r01,2026-09-15T17:04:55.181231+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,5000,scale-x5000-k1,1,tier1/task1,2,10,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,26,0.03697417,85785,15339,101124,267.46324919722974,0.0647244555875659,270.8071093549952,375.8515625,matched-gpt-5-mini-tier1-task1-scale-x5000-k1-r02,2026-09-15T17:09:26.023935+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,5000,scale-x5000-k1,1,tier1/task1,3,10,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,29,0.03687433,102617,14579,117196,309.6740964613855,0.07224031072109938,315.5222306121141,376.59765625,matched-gpt-5-mini-tier1-task1-scale-x5000-k1-r03,2026-09-15T17:14:41.590953+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,5000,scale-x5000-k1,1,tier1/task1,4,10,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,26,0.03481047,86415,14460,100875,234.4753239536658,0.059233992360532284,238.6381056876853,368.58203125,matched-gpt-5-mini-tier1-task1-scale-x5000-k1-r04,2026-09-15T17:18:40.321516+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,5000,scale-x5000-k1,1,tier1/task1,5,10,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,27,0.03335944,91248,13595,104843,289.62559490837157,0.0523121478036046,295.32426218129694,373.90625,matched-gpt-5-mini-tier1-task1-scale-x5000-k1-r05,2026-09-15T17:23:35.687862+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,50000,scale-x50000-k1,1,tier1/task1,1,10,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,27,0.03774033,92257,14051,106308,340.1921648522839,0.5914598079398274,343.8782930606976,423.375,matched-gpt-5-mini-tier1-task1-scale-x50000-k1-r01,2026-09-15T17:29:19.603501+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,50000,scale-x50000-k1,1,tier1/task1,2,10,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,21,0.03441747999999999,67900,14047,81947,305.8143833093345,0.6694885296747088,309.5894792051986,444.125,matched-gpt-5-mini-tier1-task1-scale-x50000-k1-r02,2026-09-15T17:34:29.272660+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,50000,scale-x50000-k1,1,tier1/task1,3,10,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,25,0.040195129999999996,82521,16657,99178,401.55689388886094,0.5975726172327995,405.1040037488565,425.7265625,matched-gpt-5-mini-tier1-task1-scale-x50000-k1-r03,2026-09-15T17:41:14.427237+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,50000,scale-x50000-k1,1,tier1/task1,4,10,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,22,0.03502935,74407,14065,88472,358.58623013366014,0.5815088860690594,362.2586697433144,424.6875,matched-gpt-5-mini-tier1-task1-scale-x50000-k1-r04,2026-09-15T17:47:16.721582+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,50000,scale-x50000-k1,1,tier1/task1,5,10,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,22,0.03525942,70534,14636,85170,311.8080763136968,0.8983326470479369,315.46469371393323,440.3828125,matched-gpt-5-mini-tier1-task1-scale-x50000-k1-r05,2026-09-15T17:52:32.222880+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,full,scale-xfull-k1,1,tier1/task1,1,10,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,20,0.03423669,61141,14261,75402,324.5584841296077,1.2764564249664545,328.07379009295255,512.96484375,matched-gpt-5-mini-tier1-task1-scale-xfull-k1-r01,2026-09-15T17:58:00.332772+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,full,scale-xfull-k1,1,tier1/task1,2,10,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,26,0.03840908,85156,15921,101077,302.60750315804034,1.0367180481553078,306.3249076968059,527.1171875,matched-gpt-5-mini-tier1-task1-scale-xfull-k1-r02,2026-09-15T18:03:06.694355+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,full,scale-xfull-k1,1,tier1/task1,3,10,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,26,0.037526720000000006,86000,15478,101478,284.8932432215661,1.024498107843101,288.8789330627769,573.828125,matched-gpt-5-mini-tier1-task1-scale-xfull-k1-r03,2026-09-15T18:07:55.611736+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,full,scale-xfull-k1,1,tier1/task1,4,10,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,20,0.030746,62696,13000,75696,249.23389298003167,1.1401148419827223,253.12558357883245,517.43359375,matched-gpt-5-mini-tier1-task1-scale-xfull-k1-r04,2026-09-15T18:12:08.784445+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,full,scale-xfull-k1,1,tier1/task1,5,10,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,21,0.030495130000000002,65417,12953,78370,205.52209814917296,1.2604200756177306,209.43612363561988,579.3828125,matched-gpt-5-mini-tier1-task1-scale-xfull-k1-r05,2026-09-15T18:15:38.310244+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,5000,cardinality-x5000-k20,2,tier2/task2,1,6,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,17,0.0188448,69712,6270,75982,112.29751655645669,5.969822865910828,117.4237438365817,384.359375,matched-gpt-5-mini-tier2-task2-cardinality-x5000-k20-r01,2026-09-15T19:36:14.535176+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,5000,cardinality-x5000-k20,2,tier2/task2,2,6,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,16,0.0174167,61062,5722,66784,90.31415387336165,6.034864102490246,95.27228090167046,386.13671875,matched-gpt-5-mini-tier2-task2-cardinality-x5000-k20-r02,2026-09-15T19:37:49.847960+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,5000,cardinality-x5000-k20,2,tier2/task2,3,6,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,22,0.02325735,93439,6848,100287,307.3165457425639,6.13266032282263,312.59959344472736,381.5390625,matched-gpt-5-mini-tier2-task2-cardinality-x5000-k20-r03,2026-09-15T19:43:02.486433+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,5000,cardinality-x5000-k20,2,tier2/task2,4,6,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,16,0.0176555,57630,5848,63478,105.26929081138223,5.92354762647301,110.27965948544443,384.04296875,matched-gpt-5-mini-tier2-task2-cardinality-x5000-k20-r04,2026-09-15T19:44:52.805611+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,5000,cardinality-x5000-k20,2,tier2/task2,5,6,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,17,0.019572489999999998,69201,6219,75420,112.34201389085501,6.634465892799199,117.70481956750154,382.56640625,matched-gpt-5-mini-tier2-task2-cardinality-x5000-k20-r05,2026-09-15T19:46:50.575940+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,5000,cardinality-x5000-k5,2,tier2/task2,1,6,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,20,0.02005692,82596,6223,88819,133.92165142670274,6.0159297632053494,139.11667215358466,384.20703125,matched-gpt-5-mini-tier2-task2-cardinality-x5000-k5-r01,2026-09-15T19:27:17.723148+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,5000,cardinality-x5000-k5,2,tier2/task2,2,6,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,17,0.02106993,74329,6904,81233,97.21976240351796,6.22734381724149,102.27476609218866,382.83984375,matched-gpt-5-mini-tier2-task2-cardinality-x5000-k5-r02,2026-09-15T19:29:00.046621+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,5000,cardinality-x5000-k5,2,tier2/task2,3,6,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,20,0.019675639999999998,77020,5786,82806,118.83393766358495,6.083833537064493,123.85331869311631,385.08203125,matched-gpt-5-mini-tier2-task2-cardinality-x5000-k5-r03,2026-09-15T19:31:03.938207+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,5000,cardinality-x5000-k5,2,tier2/task2,4,6,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,11,0.013522220000000001,37950,5298,43248,84.1870665019378,6.031273428350687,89.12326529808342,383.70703125,matched-gpt-5-mini-tier2-task2-cardinality-x5000-k5-r04,2026-09-15T19:32:33.101118+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,5000,cardinality-x5000-k5,2,tier2/task2,5,6,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,19,0.01899457,77321,5788,83109,98.22076227795333,6.029918224550784,103.92530149780214,382.62890625,matched-gpt-5-mini-tier2-task2-cardinality-x5000-k5-r05,2026-09-15T19:34:17.071256+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,100,scale-x100-k1,2,tier2/task2,1,6,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,17,0.01862857,61057,5526,66583,136.26554132532328,0.5962797114625573,145.31842725817114,375.2109375,matched-gpt-5-mini-tier2-task2-scale-x100-k1-r01,2026-09-15T18:18:03.678364+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,100,scale-x100-k1,2,tier2/task2,2,6,0.8333333333333334,True,0.8333333333333334,not_affected,rxnhaystack-human-1.6.0,19,0.021229759999999997,75296,6680,81976,165.5015827426687,35.2608366785571,179.85486001893878,379.88671875,matched-gpt-5-mini-tier2-task2-scale-x100-k1-r02,2026-09-15T18:21:03.600320+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,100,scale-x100-k1,2,tier2/task2,3,6,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,17,0.019647309999999998,66203,6603,72806,117.22326598968357,0.15201771445572376,122.42442624364048,371.140625,matched-gpt-5-mini-tier2-task2-scale-x100-k1-r03,2026-09-15T18:23:06.070673+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,100,scale-x100-k1,2,tier2/task2,4,6,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,17,0.0178583,65686,5576,71262,126.36728662066162,0.14715843461453915,131.30305296275765,370.21484375,matched-gpt-5-mini-tier2-task2-scale-x100-k1-r04,2026-09-15T18:25:17.412274+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,100,scale-x100-k1,2,tier2/task2,5,6,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,20,0.02065564,95052,5782,100834,136.31820500269532,0.1493757339194417,141.31215928215533,373.5703125,matched-gpt-5-mini-tier2-task2-scale-x100-k1-r05,2026-09-15T18:27:38.779498+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,500,scale-x500-k1,2,tier2/task2,1,6,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,12,0.01307252,39172,4850,44022,85.07583426963538,0.6246717367321253,90.346087471582,370.23046875,matched-gpt-5-mini-tier2-task2-scale-x500-k1-r01,2026-09-15T18:29:09.164124+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,500,scale-x500-k1,2,tier2/task2,2,6,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,19,0.01796396,70500,6069,76569,124.87337642069906,0.6322086872532964,130.3365052677691,369.171875,matched-gpt-5-mini-tier2-task2-scale-x500-k1-r02,2026-09-15T18:31:19.544918+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,500,scale-x500-k1,2,tier2/task2,3,6,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,20,0.0184481,72938,6302,79240,129.78516169264913,0.6267297817394137,135.05399487912655,371.91015625,matched-gpt-5-mini-tier2-task2-scale-x500-k1-r03,2026-09-15T18:33:34.651258+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,500,scale-x500-k1,2,tier2/task2,4,6,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,18,0.0164435,65222,5701,70923,124.25909839943051,0.6292336452752352,129.42967167217284,375.1484375,matched-gpt-5-mini-tier2-task2-scale-x500-k1-r04,2026-09-15T18:35:44.121386+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,500,scale-x500-k1,2,tier2/task2,5,6,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,18,0.01949025,73505,6541,80046,154.9239152856171,0.6297206152230501,159.9632307421416,372.265625,matched-gpt-5-mini-tier2-task2-scale-x500-k1-r05,2026-09-15T18:38:24.128486+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,5000,scale-x5000-k1,2,tier2/task2,1,6,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,16,0.01849076,59140,6626,65766,144.97443197946995,6.004034226760268,150.03856869321316,379.7421875,matched-gpt-5-mini-tier2-task2-scale-x5000-k1-r01,2026-09-15T18:40:54.230192+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,5000,scale-x5000-k1,2,tier2/task2,2,6,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,20,0.02742444,80052,9563,89615,134.91602566558868,6.132199622690678,140.11497790925205,379.5859375,matched-gpt-5-mini-tier2-task2-scale-x5000-k1-r02,2026-09-15T18:43:14.404649+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,5000,scale-x5000-k1,2,tier2/task2,3,6,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,15,0.01585468,55676,5572,61248,120.84906576760113,6.105772548355162,126.11604057252407,380.890625,matched-gpt-5-mini-tier2-task2-scale-x5000-k1-r03,2026-09-15T18:45:20.560261+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,5000,scale-x5000-k1,2,tier2/task2,4,6,0.8333333333333334,True,0.8333333333333334,not_affected,rxnhaystack-human-1.6.0,18,0.02249121,74089,7532,81621,125.37731771916151,6.552151259034872,130.78014406375587,377.8828125,matched-gpt-5-mini-tier2-task2-scale-x5000-k1-r04,2026-09-15T18:47:31.384112+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,5000,scale-x5000-k1,2,tier2/task2,5,6,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,14,0.015951510000000002,51351,5626,56977,103.74920230265707,6.026483004912734,109.09506204817444,383.2890625,matched-gpt-5-mini-tier2-task2-scale-x5000-k1-r05,2026-09-15T18:49:20.546262+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,50000,scale-x50000-k1,2,tier2/task2,1,6,0.8333333333333334,True,0.8333333333333334,not_affected,rxnhaystack-human-1.6.0,13,0.01575275,47043,5516,52559,145.8210446080193,59.39514886029065,155.36032806430012,488.13671875,matched-gpt-5-mini-tier2-task2-scale-x50000-k1-r01,2026-09-15T18:51:55.950173+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,50000,scale-x50000-k1,2,tier2/task2,2,6,0.8518518518518517,True,0.8518518518518517,not_affected,rxnhaystack-human-1.6.0,20,0.02430819,84827,8464,93291,178.49771333672106,59.398445098660886,183.31779186427593,515.22265625,matched-gpt-5-mini-tier2-task2-scale-x50000-k1-r02,2026-09-15T18:54:59.307720+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,50000,scale-x50000-k1,2,tier2/task2,3,6,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,10,0.01364818,37122,5380,42502,135.79643537010998,59.654081754386425,141.01659611053765,513.6953125,matched-gpt-5-mini-tier2-task2-scale-x50000-k1-r03,2026-09-15T18:57:20.373747+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,50000,scale-x50000-k1,2,tier2/task2,4,6,0.8333333333333334,True,0.8333333333333334,not_affected,rxnhaystack-human-1.6.0,11,0.01752739,39531,6934,46465,167.36140415351838,65.49835435021669,172.38344187196344,509.25,matched-gpt-5-mini-tier2-task2-scale-x50000-k1-r04,2026-09-15T19:00:12.817924+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,50000,scale-x50000-k1,2,tier2/task2,5,6,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,16,0.01818886,61606,6026,67632,185.03027288708836,60.0284126047045,191.03587216790766,537.6796875,matched-gpt-5-mini-tier2-task2-scale-x50000-k1-r05,2026-09-15T19:03:23.892449+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,full,scale-xfull-k1,2,tier2/task2,1,6,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,19,0.025577020000000002,72790,9012,81802,267.8549449760467,134.1575107369572,273.05825144518167,636.41796875,matched-gpt-5-mini-tier2-task2-scale-xfull-k1-r01,2026-09-15T19:07:57.000604+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
matched_cardinality,matched,openai/gpt-5-mini,GPT-5 mini,full,scale-xfull-k1,2,tier2/task2,2,6,1.0,True,1.0,not_affected,rxnhaystack-human-1.6.0,17,0.01951636,66380,6445,72825,239.07008281815797,131.5511687733233,244.3197473390028,647.1171875,matched-gpt-5-mini-tier2-task2-scale-xfull-k1-r02,2026-09-15T19:12:01.381768+00:00,jed-matched-v7-f95a2ee9;kuma-gpt-matched-v7;kuma-matched-v7-f95a2ee9
