model,model_label,condition,repetition,target,canonical_question_id,f1,precision,recall,exact_match,ground_truth_chain_count,parsed_chain_count,valid_chain_count,false_positive_chain_count,run_id
anthropic/claude-haiku-4.5,Claude,structure_plus_class,2,benzamide_pyrazole,rxh-t4-task16-benzamide-pyrazole,0.0,0.0,0.0,0.0,12,0,0,0,prospective-claude-haiku-4.5-task16-structure_plus_class-rlm-xfull-r02
anthropic/claude-haiku-4.5,Claude,structure_plus_class,2,lactam_dipeptide,rxh-t4-task16-lactam-dipeptide,0.0,0.0,0.0,0.0,10,0,0,0,prospective-claude-haiku-4.5-task16-structure_plus_class-rlm-xfull-r02
anthropic/claude-haiku-4.5,Claude,structure_plus_class,2,pyrimidine_piperazine,rxh-t4-task16-pyrimidine-piperazine,0.0,0.0,0.0,0.0,31,0,0,0,prospective-claude-haiku-4.5-task16-structure_plus_class-rlm-xfull-r02
anthropic/claude-haiku-4.5,Claude,structure_plus_class,3,benzamide_pyrazole,rxh-t4-task16-benzamide-pyrazole,1.0,1.0,1.0,1.0,12,12,12,0,prospective-claude-haiku-4.5-task16-structure_plus_class-rlm-xfull-r03
anthropic/claude-haiku-4.5,Claude,structure_plus_class,3,lactam_dipeptide,rxh-t4-task16-lactam-dipeptide,0.0,0.0,0.0,0.0,10,3569,0,3569,prospective-claude-haiku-4.5-task16-structure_plus_class-rlm-xfull-r03
anthropic/claude-haiku-4.5,Claude,structure_plus_class,3,pyrimidine_piperazine,rxh-t4-task16-pyrimidine-piperazine,0.0,0.0,0.0,0.0,31,1,0,1,prospective-claude-haiku-4.5-task16-structure_plus_class-rlm-xfull-r03
anthropic/claude-haiku-4.5,Claude,structure_plus_class,4,benzamide_pyrazole,rxh-t4-task16-benzamide-pyrazole,0.0,0.0,0.0,0.0,12,0,0,0,prospective-claude-haiku-4.5-task16-structure_plus_class-rlm-xfull-r04
anthropic/claude-haiku-4.5,Claude,structure_plus_class,4,lactam_dipeptide,rxh-t4-task16-lactam-dipeptide,0.0,0.0,0.0,0.0,10,31242,0,31242,prospective-claude-haiku-4.5-task16-structure_plus_class-rlm-xfull-r04
anthropic/claude-haiku-4.5,Claude,structure_plus_class,4,pyrimidine_piperazine,rxh-t4-task16-pyrimidine-piperazine,0.0,0.0,0.0,0.0,31,1,0,1,prospective-claude-haiku-4.5-task16-structure_plus_class-rlm-xfull-r04
anthropic/claude-haiku-4.5,Claude,structure_plus_class,5,benzamide_pyrazole,rxh-t4-task16-benzamide-pyrazole,0.0,0.0,0.0,0.0,12,1,0,1,prospective-claude-haiku-4.5-task16-structure_plus_class-rlm-xfull-r05
anthropic/claude-haiku-4.5,Claude,structure_plus_class,5,lactam_dipeptide,rxh-t4-task16-lactam-dipeptide,0.0,0.0,0.0,0.0,10,307392,0,307392,prospective-claude-haiku-4.5-task16-structure_plus_class-rlm-xfull-r05
anthropic/claude-haiku-4.5,Claude,structure_plus_class,5,pyrimidine_piperazine,rxh-t4-task16-pyrimidine-piperazine,0.0,0.0,0.0,0.0,31,10000000,0,10000000,prospective-claude-haiku-4.5-task16-structure_plus_class-rlm-xfull-r05
RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen,name_only,1,benzamide_pyrazole,rxh-t4-task16-benzamide-pyrazole,0.0,0.0,0.0,0.0,12,3,0,3,prospective-qwen3.5-397b-task16-name_only-rlm-xfull-r01
RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen,name_only,1,lactam_dipeptide,rxh-t4-task16-lactam-dipeptide,0.0,0.0,0.0,0.0,10,4,0,4,prospective-qwen3.5-397b-task16-name_only-rlm-xfull-r01
RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen,name_only,1,pyrimidine_piperazine,rxh-t4-task16-pyrimidine-piperazine,0.0,0.0,0.0,0.0,31,0,0,0,prospective-qwen3.5-397b-task16-name_only-rlm-xfull-r01
RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen,name_only,2,benzamide_pyrazole,rxh-t4-task16-benzamide-pyrazole,0.0,0.0,0.0,0.0,12,1,0,1,prospective-qwen3.5-397b-task16-name_only-rlm-xfull-r02
RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen,name_only,2,lactam_dipeptide,rxh-t4-task16-lactam-dipeptide,0.0,0.0,0.0,0.0,10,7,0,7,prospective-qwen3.5-397b-task16-name_only-rlm-xfull-r02
RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen,name_only,2,pyrimidine_piperazine,rxh-t4-task16-pyrimidine-piperazine,0.0,0.0,0.0,0.0,31,8,0,8,prospective-qwen3.5-397b-task16-name_only-rlm-xfull-r02
RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen,name_only,3,benzamide_pyrazole,rxh-t4-task16-benzamide-pyrazole,0.0,0.0,0.0,0.0,12,3,0,3,prospective-qwen3.5-397b-task16-name_only-rlm-xfull-r03
RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen,name_only,3,lactam_dipeptide,rxh-t4-task16-lactam-dipeptide,0.0,0.0,0.0,0.0,10,2,0,2,prospective-qwen3.5-397b-task16-name_only-rlm-xfull-r03
RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen,name_only,3,pyrimidine_piperazine,rxh-t4-task16-pyrimidine-piperazine,0.0,0.0,0.0,0.0,31,0,0,0,prospective-qwen3.5-397b-task16-name_only-rlm-xfull-r03
RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen,name_only,4,benzamide_pyrazole,rxh-t4-task16-benzamide-pyrazole,0.0,0.0,0.0,0.0,12,1,0,1,prospective-qwen3.5-397b-task16-name_only-rlm-xfull-r04
RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen,name_only,4,lactam_dipeptide,rxh-t4-task16-lactam-dipeptide,0.0,0.0,0.0,0.0,10,3,0,3,prospective-qwen3.5-397b-task16-name_only-rlm-xfull-r04
RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen,name_only,4,pyrimidine_piperazine,rxh-t4-task16-pyrimidine-piperazine,0.0,0.0,0.0,0.0,31,6,0,6,prospective-qwen3.5-397b-task16-name_only-rlm-xfull-r04
RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen,name_only,5,benzamide_pyrazole,rxh-t4-task16-benzamide-pyrazole,0.0,0.0,0.0,0.0,12,1,0,1,prospective-qwen3.5-397b-task16-name_only-rlm-xfull-r05
RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen,name_only,5,lactam_dipeptide,rxh-t4-task16-lactam-dipeptide,0.0,0.0,0.0,0.0,10,4,0,4,prospective-qwen3.5-397b-task16-name_only-rlm-xfull-r05
RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen,name_only,5,pyrimidine_piperazine,rxh-t4-task16-pyrimidine-piperazine,0.0,0.0,0.0,0.0,31,1,0,1,prospective-qwen3.5-397b-task16-name_only-rlm-xfull-r05
RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen,structure_only,1,benzamide_pyrazole,rxh-t4-task16-benzamide-pyrazole,0.0,0.0,0.0,0.0,12,4,0,4,prospective-qwen3.5-397b-task16-structure_only-rlm-xfull-r01
RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen,structure_only,1,lactam_dipeptide,rxh-t4-task16-lactam-dipeptide,0.0,0.0,0.0,0.0,10,0,0,0,prospective-qwen3.5-397b-task16-structure_only-rlm-xfull-r01
RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen,structure_only,1,pyrimidine_piperazine,rxh-t4-task16-pyrimidine-piperazine,0.0,0.0,0.0,0.0,31,2,0,2,prospective-qwen3.5-397b-task16-structure_only-rlm-xfull-r01
RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen,structure_only,2,benzamide_pyrazole,rxh-t4-task16-benzamide-pyrazole,0.0,0.0,0.0,0.0,12,4,0,4,prospective-qwen3.5-397b-task16-structure_only-rlm-xfull-r02
RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen,structure_only,2,lactam_dipeptide,rxh-t4-task16-lactam-dipeptide,0.0,0.0,0.0,0.0,10,1,0,1,prospective-qwen3.5-397b-task16-structure_only-rlm-xfull-r02
RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen,structure_only,2,pyrimidine_piperazine,rxh-t4-task16-pyrimidine-piperazine,0.0,0.0,0.0,0.0,31,0,0,0,prospective-qwen3.5-397b-task16-structure_only-rlm-xfull-r02
RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen,structure_only,3,benzamide_pyrazole,rxh-t4-task16-benzamide-pyrazole,0.0,0.0,0.0,0.0,12,3,0,3,prospective-qwen3.5-397b-task16-structure_only-rlm-xfull-r03
RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen,structure_only,3,lactam_dipeptide,rxh-t4-task16-lactam-dipeptide,0.0,0.0,0.0,0.0,10,2,0,2,prospective-qwen3.5-397b-task16-structure_only-rlm-xfull-r03
RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen,structure_only,3,pyrimidine_piperazine,rxh-t4-task16-pyrimidine-piperazine,0.0,0.0,0.0,0.0,31,2,0,2,prospective-qwen3.5-397b-task16-structure_only-rlm-xfull-r03
RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen,structure_only,4,benzamide_pyrazole,rxh-t4-task16-benzamide-pyrazole,0.0,0.0,0.0,0.0,12,2,0,2,prospective-qwen3.5-397b-task16-structure_only-rlm-xfull-r04
RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen,structure_only,4,lactam_dipeptide,rxh-t4-task16-lactam-dipeptide,0.0,0.0,0.0,0.0,10,3,0,3,prospective-qwen3.5-397b-task16-structure_only-rlm-xfull-r04
RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen,structure_only,4,pyrimidine_piperazine,rxh-t4-task16-pyrimidine-piperazine,0.0,0.0,0.0,0.0,31,3,0,3,prospective-qwen3.5-397b-task16-structure_only-rlm-xfull-r04
RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen,structure_only,5,benzamide_pyrazole,rxh-t4-task16-benzamide-pyrazole,0.0,0.0,0.0,0.0,12,6,0,6,prospective-qwen3.5-397b-task16-structure_only-rlm-xfull-r05
RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen,structure_only,5,lactam_dipeptide,rxh-t4-task16-lactam-dipeptide,0.0,0.0,0.0,0.0,10,12,0,12,prospective-qwen3.5-397b-task16-structure_only-rlm-xfull-r05
RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen,structure_only,5,pyrimidine_piperazine,rxh-t4-task16-pyrimidine-piperazine,0.0,0.0,0.0,0.0,31,5,0,5,prospective-qwen3.5-397b-task16-structure_only-rlm-xfull-r05
RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen,structure_plus_class,1,benzamide_pyrazole,rxh-t4-task16-benzamide-pyrazole,0.6666666666666666,1.0,0.5,0.0,12,6,6,0,prospective-qwen3.5-397b-task16-structure_plus_class-rlm-xfull-r01
RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen,structure_plus_class,1,lactam_dipeptide,rxh-t4-task16-lactam-dipeptide,0.0,0.0,0.0,0.0,10,6,0,6,prospective-qwen3.5-397b-task16-structure_plus_class-rlm-xfull-r01
RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen,structure_plus_class,1,pyrimidine_piperazine,rxh-t4-task16-pyrimidine-piperazine,0.0,0.0,0.0,0.0,31,3,0,3,prospective-qwen3.5-397b-task16-structure_plus_class-rlm-xfull-r01
RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen,structure_plus_class,2,benzamide_pyrazole,rxh-t4-task16-benzamide-pyrazole,1.0,1.0,1.0,1.0,12,12,12,0,prospective-qwen3.5-397b-task16-structure_plus_class-rlm-xfull-r02
RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen,structure_plus_class,2,lactam_dipeptide,rxh-t4-task16-lactam-dipeptide,1.0,1.0,1.0,1.0,10,1478327,10,1478317,prospective-qwen3.5-397b-task16-structure_plus_class-rlm-xfull-r02
RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen,structure_plus_class,2,pyrimidine_piperazine,rxh-t4-task16-pyrimidine-piperazine,0.0,0.0,0.0,0.0,31,2,0,2,prospective-qwen3.5-397b-task16-structure_plus_class-rlm-xfull-r02
RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen,structure_plus_class,3,benzamide_pyrazole,rxh-t4-task16-benzamide-pyrazole,1.0,1.0,1.0,1.0,12,12,12,0,prospective-qwen3.5-397b-task16-structure_plus_class-rlm-xfull-r03
RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen,structure_plus_class,3,lactam_dipeptide,rxh-t4-task16-lactam-dipeptide,0.0,0.0,0.0,0.0,10,0,0,0,prospective-qwen3.5-397b-task16-structure_plus_class-rlm-xfull-r03
RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen,structure_plus_class,3,pyrimidine_piperazine,rxh-t4-task16-pyrimidine-piperazine,0.0,0.0,0.0,0.0,31,3,0,3,prospective-qwen3.5-397b-task16-structure_plus_class-rlm-xfull-r03
RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen,structure_plus_class,4,benzamide_pyrazole,rxh-t4-task16-benzamide-pyrazole,1.0,1.0,1.0,1.0,12,12,12,0,prospective-qwen3.5-397b-task16-structure_plus_class-rlm-xfull-r04
RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen,structure_plus_class,4,lactam_dipeptide,rxh-t4-task16-lactam-dipeptide,0.0,0.0,0.0,0.0,10,2,0,2,prospective-qwen3.5-397b-task16-structure_plus_class-rlm-xfull-r04
RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen,structure_plus_class,4,pyrimidine_piperazine,rxh-t4-task16-pyrimidine-piperazine,0.0,0.0,0.0,0.0,31,3,0,3,prospective-qwen3.5-397b-task16-structure_plus_class-rlm-xfull-r04
RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen,structure_plus_class,5,benzamide_pyrazole,rxh-t4-task16-benzamide-pyrazole,0.0,0.0,0.0,0.0,12,0,0,0,prospective-qwen3.5-397b-task16-structure_plus_class-rlm-xfull-r05
RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen,structure_plus_class,5,lactam_dipeptide,rxh-t4-task16-lactam-dipeptide,1.0,1.0,1.0,1.0,10,1478327,10,1478317,prospective-qwen3.5-397b-task16-structure_plus_class-rlm-xfull-r05
RCP-AIaaS/Qwen/Qwen3.5-397B-A17B,Qwen,structure_plus_class,5,pyrimidine_piperazine,rxh-t4-task16-pyrimidine-piperazine,0.0,0.0,0.0,0.0,31,0,0,0,prospective-qwen3.5-397b-task16-structure_plus_class-rlm-xfull-r05
